imdb_title,tmdb_titles,budget,revenue
Shang-Chi and the Legend of the Ten Rings,Shang-Chi and the Legend of the Ten Rings,150000000.0,432243292.0
The Shape of Water,The Shape of Water,19500000.0,195300000.0
Unbreakable,Unbreakable,75000000.0,248118121.0
The Equalizer,The Equalizer,55000000.0,192330738.0
Despicable Me 2,Despicable Me 2,76000000.0,970766005.0
Dumb and Dumber,Dumb and Dumber,16000000.0,247275374.0
Fast Five,Fast Five,125000000.0,626100000.0
Hereditary,Hereditary,10000000.0,87825916.0
Face/Off,Face/Off,80000000.0,245700000.0
Speed,Speed,30000000.0,350448145.0
Sleepy Hollow,Sleepy Hollow,100000000.0,206071526.0
Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,0.0,0.0
Flight,Flight,31000000.0,161772575.0
The Simpsons Movie,The Simpsons Movie,75000000.0,527068851.0
Equilibrium,Equilibrium,20000000.0,5400000.0
The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,90000000.0,188133322.0
The Accountant,The Accountant,44000000.0,155160045.0
Kung Fu Panda 2,Kung Fu Panda 2,150000000.0,665692281.0
Starship Troopers,Starship Troopers,105000000.0,121214377.0
Kingdom of Heaven,Kingdom of Heaven,130000000.0,218100001.0
The Conjuring 2,The Conjuring 2,40000000.0,322811702.0
El Camino,El camino,0.0,0.0
Alita: Battle Angel,Alita: Battle Angel,170000000.0,405000000.0
Megamind,Megamind,130000000.0,321885765.0
Rango,Rango,135000000.0,245700000.0
The Jungle Book,The Jungle Book,4000000.0,378000000.0
The Place Beyond the Pines,The Place Beyond the Pines,15000000.0,47135966.0
Jerry Maguire,Jerry Maguire,50000000.0,273600000.0
The Substance,The Substance,17500000.0,76506196.0
True Lies,True Lies,0.0,0.0
Cruella,Cruella,200000000.0,233503234.0
Identity,Identity,28000000.0,90259536.0
Lincoln,Lincoln,65000000.0,275300000.0
Southpaw,Southpaw,30000000.0,91709827.0
Enemy of the State,Enemy of the State,90000000.0,250649836.0
Hercules,Hercules,2500000.0,10676194.0
The Bucket List,The Bucket List,45000000.0,175400000.0
The Lincoln Lawyer,The Lincoln Lawyer,40000000.0,85412898.0
Gremlins,Gremlins,11000000.0,153083102.0
Tarzan,Tarzan,130000000.0,448200000.0
The Karate Kid,The Karate Kid,40000000.0,359126022.0
The Descendants,The Descendants,20000000.0,177200000.0
Elvis,Elvis,85000000.0,288670284.0
Big,Big,18000000.0,151927281.0
The Adventures of Tintin,The Adventures of Tintin,130000000.0,373993951.0
Chef,Chef,11000000.0,45967935.0
Rocky II,Rocky II,7000000.0,85187855.0
Dogma,Dogma,10000000.0,31429330.0
Doctor Sleep,Doctor Sleep,0.0,0.0
Revolutionary Road,Revolutionary Road,35000000.0,76000000.0
A Walk to Remember,A Walk to Remember,11800000.0,47494916.0
Cape Fear,Cape Fear,35000000.0,182300000.0
Lilo & Stitch,Lilo & Stitch,100000000.0,421400000.0
"Girl, Interrupted","Girl, Interrupted",40000000.0,48350205.0
Blue Valentine,Blue Valentine,1000000.0,15440333.0
Blue Jasmine,Blue Jasmine,18000000.0,99104804.0
Point Break,Point Break,24000000.0,83531958.0
The Next Three Days,The Next Three Days,30000000.0,67448651.0
First Man,First Man,70000000.0,105713218.0
Rocketman,RocketMan,16000000.0,0.0
Triangle of Sadness,Triangle of Sadness,15600000.0,24733572.0
Lethal Weapon 2,Lethal Weapon 2,25000000.0,227853986.0
The Last Duel,The Last Duel,100000000.0,30552111.0
Nomadland,Nomadland,5000000.0,39458207.0
One Hundred and One Dalmatians,One Hundred and One Dalmatians,3600000.0,303000000.0
Pi,Pi,60000.0,3221152.0
Poltergeist,Poltergeist,35000000.0,95682614.0
Punch-Drunk Love,Punch-Drunk Love,25000000.0,24665649.0
The Lego Batman Movie,The Lego Batman Movie,80000000.0,311950384.0
Cinderella,Cinderella,95000000.0,543514353.0
Raya and the Last Dragon,Raya and the Last Dragon,100000000.0,130423032.0
Coach Carter,Coach Carter,30000000.0,76669554.0
13 Hours: The Secret Soldiers of Benghazi,13 Hours: The Secret Soldiers of Benghazi,50000000.0,69411370.0
Invictus,Invictus,60000000.0,122400000.0
Wall Street,Wall Street,15000000.0,43900000.0
The Disaster Artist,The Disaster Artist,10000000.0,29820616.0
Snowden,Snowden,40000000.0,37357216.0
Monster,Monster,0.0,0.0
Memoirs of a Geisha,Memoirs of a Geisha,85000000.0,162242962.0
The King,The King,0.0,0.0
Rounders,Rounders,12000000.0,22900000.0
The NeverEnding Story,The NeverEnding Story,27000000.0,20158808.0
Lars and the Real Girl,Lars and the Real Girl,12000000.0,11293663.0
Mr. Brooks,Mr. Brooks,20000000.0,48443734.0
Alice in Wonderland,Alice in Wonderland,200000000.0,1025467110.0
The Negotiator,The Negotiator,50000000.0,44547681.0
Bambi,Bambi,858000.0,267447150.0
"Good Morning, Vietnam","Good Morning, Vietnam",13000000.0,123922370.0
Peter Pan,Peter Pan,0.0,0.0
Labyrinth,Labyrinth,300.0,0.0
Raising Arizona,Raising Arizona,6000000.0,29180280.0
Lady and the Tramp,Lady and the Tramp,4000000.0,36359037.0
Irreversible,Irreversible,3500000.0,6500000.0
Hustle,Hustle,3050000.0,10390000.0
The Constant Gardener,The Constant Gardener,25000000.0,82468097.0
From Russia with Love,From Russia with Love,2000000.0,78900000.0
Carol,Carol,0.0,0.0
Good Time,Good Time,2000000.0,3283369.0
Paddington,Paddington,55000000.0,326088587.0
The Edge of Seventeen,The Edge of Seventeen,9000000.0,18803648.0
Capote,Capote,7000000.0,49327405.0
Clerks II,Clerks II,5000000.0,26888376.0
Matchstick Men,Matchstick Men,62000000.0,65565672.0
The Walk,The Walk,0.0,0.0
Okja,Okja,50000000.0,0.0
I Origins,I Origins,1000000.0,481234.0
Eraserhead,Eraserhead,100000.0,7000000.0
The Zone of Interest,The Zone of Interest,15000000.0,52631884.0
Ghost World,Ghost World,7000000.0,8800000.0
Instant Family,Instant Family,48000000.0,121000000.0
The Basketball Diaries,The Basketball Diaries,2000000.0,2381087.0
The Way Back,The Way Back,23000000.0,14590514.0
Death at a Funeral,Death at a Funeral,21000000.0,49050886.0
National Lampoon's Vacation,National Lampoon's Vacation,15000000.0,61418063.0
Driving Miss Daisy,Driving Miss Daisy,0.0,0.0
The Death of Stalin,The Death of Stalin,13000000.0,24600000.0
Precious,Precious,10000000.0,47536959.0
The Boat That Rocked,The Boat That Rocked,50000000.0,36348784.0
Patriots Day,Patriots Day,45000000.0,50548152.0
The Queen,The Queen,15000000.0,123384128.0
Before the Devil Knows You're Dead,Before the Devil Knows You're Dead,18000000.0,25005257.0
Across the Universe,Across the Universe,45000000.0,29625761.0
Clue,Clue,0.0,0.0
Rescue Dawn,Rescue Dawn,10000000.0,7177143.0
Twin Peaks: Fire Walk with Me,Twin Peaks: Fire Walk with Me,10000000.0,4248389.0
Take Shelter,Take Shelter,5000000.0,3741098.0
Suspiria,Suspiria,20000000.0,7953089.0
Shot Caller,Shot Caller,0.0,0.0
Running Scared,Running Scared,17000000.0,9500000.0
Eddie the Eagle,Eddie the Eagle,23000000.0,46152411.0
The People vs. Larry Flynt,The People vs. Larry Flynt,36000000.0,20300385.0
Grosse Pointe Blank,Grosse Pointe Blank,15000000.0,31100000.0
My Sister's Keeper,My Sister's Keeper,30000000.0,95714875.0
Say Anything,Say Anything...,16000000.0,20036737.0
The Guard,The Guard,6000000.0,19560274.0
Submarine,Submarine,0.0,864659.0
Frida,Frida,12000000.0,56298474.0
Jane Eyre,Jane Eyre,1705000.0,3550000.0
Sing 2,Sing 2,85000000.0,408402685.0
Eye in the Sky,Eye in the Sky,13000000.0,18704595.0
Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,21000000.0,133000000.0
The Squid and the Whale,The Squid and the Whale,1500000.0,11100000.0
Shaolin Soccer,Shaolin Soccer,10000005.0,42776760.0
Paterson,Paterson,5000000.0,2152738.0
Finding Forrester,Finding Forrester,43000000.0,80100000.0
The Hundred-Foot Journey,The Hundred-Foot Journey,22000000.0,89500000.0
Four Lions,Four Lions,3900000.0,6200000.0
Caché,Caché,8500000.0,16197824.0
Youth,Youth,0.0,0.0
Amistad,Amistad,36000000.0,44229441.0
Eighth Grade,Eighth Grade,2000000.0,13539709.0
A Dog's Purpose,A Dog's Purpose,22000000.0,205000000.0
The Fundamentals of Caring,The Fundamentals of Caring,0.0,0.0
M*A*S*H,M*A*S*H,3500000.0,81600000.0
La Femme Nikita,La Femme Nikita,8538703.0,5000000.0
Seabiscuit,Seabiscuit,87000000.0,148300000.0
The Girl Who Kicked the Hornet's Nest,The Girl Who Kicked the Hornet's Nest,4000000.0,43498108.0
The Return of the Living Dead,The Return of the Living Dead,4000000.0,14241310.0
Sexy Beast,Sexy Beast,5000000.0,0.0
Rust and Bone,Rust and Bone,15400000.0,25762027.0
Blow-Up,Blow-Up,1800000.0,0.0
Eight Below,Eight Below,40000000.0,120453565.0
Excalibur,Excalibur,11000000.0,35000000.0
Blow Out,Blow Out,18000000.0,12000000.0
Ghajini,Ghajini,9100000.0,76000000.0
The Mission,The Mission,24500000.0,17200000.0
Terms of Endearment,Terms of Endearment,8000000.0,108423749.0
Mirage,Mirage,0.0,0.0
Pale Rider,Pale Rider,6900000.0,41400000.0
High Plains Drifter,High Plains Drifter,5500000.0,15700000.0
Downton Abbey,Downton Abbey,20000000.0,194694725.0
Fish Tank,Fish Tank,3000000.0,5900000.0
Straw Dogs,Straw Dogs,25000000.0,10324441.0
Calvary,Calvary,0.0,3593460.0
Little Women,Little Women,0.0,0.0
Steel Magnolias,Steel Magnolias,15000000.0,95904091.0
Three Days of the Condor,Three Days of the Condor,7800000.0,41509797.0
Woman in Gold,Woman in Gold,11000000.0,61619773.0
Bad Education,Bad Education,0.0,0.0
Who Am I,Who Am I,0.0,7700259.0
Thirteen Days,Thirteen Days,80000000.0,34566746.0
A Bridge Too Far,A Bridge Too Far,22000000.0,50750000.0
Buffalo '66,Buffalo '66,1500000.0,2375097.0
Bound,Bound,4500000.0,7011317.0
2046,2046,12000000.0,20205757.0
In the Loop,In the Loop,1100000.0,6200000.0
Dasvi,Dasvi,0.0,0.0
The Ice Storm,The Ice Storm,18000000.0,8038061.0
Dracula,Dracula,0.0,0.0
Ida,Ida,0.0,0.0
Decision to Leave,Decision to Leave,0.0,16914773.0
The Gods Must Be Crazy,The Gods Must Be Crazy,5000000.0,200000000.0
Everything Is Illuminated,Everything Is Illuminated,7000000.0,3601974.0
This Boy's Life,This Boy's Life,0.0,4104962.0
Kabhi Khushi Kabhie Gham...,Kabhi Khushi Kabhie Gham,0.0,0.0
Assault on Precinct 13,Assault on Precinct 13,30000000.0,35294470.0
Official Secrets,Official Secrets,0.0,0.0
Detroit,Detroit,34000000.0,23400000.0
The Garden of Words,The Garden of Words,0.0,820165.0
The Proposition,The Proposition,2000000.0,5048693.0
Mudbound,Mudbound,10000000.0,0.0
From Up on Poppy Hill,From Up on Poppy Hill,22000000.0,61037844.0
BlackBerry,BlackBerry,5000000.0,2600000.0
The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary & Potato Peel Pie Society,0.0,23148937.0
Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani,7700000.0,46000000.0
Hoosiers,Hoosiers,9000000.0,28600000.0
The Natural,The Natural,28000000.0,48000000.0
Much Ado About Nothing,Much Ado About Nothing,0.0,4327764.0
Forgotten,Forgotten,0.0,0.0
American Splendor,American Splendor,2000000.0,6003587.0
Toni Erdmann,Toni Erdmann,10000000.0,0.0
True Grit,True Grit,38000000.0,252300000.0
Son of Saul,Son of Saul,1000000.0,1777043.0
Black Dynamite,Black Dynamite,2900000.0,296557.0
The Blind Swordsman: Zatoichi,Zatoichi: Darkness Is His Ally,0.0,0.0
The Hand of God,The Hand of God,0.0,0.0
The Imposter,The Imposter,0.0,898317.0
"Two Days, One Night","Two Days, One Night",7000000.0,9016922.0
Frenzy,Frenzy,0.0,0.0
20th Century Women,20th Century Women,7000000.0,5664764.0
Dolores Claiborne,Dolores Claiborne,13000000.0,46400000.0
Far from Heaven,Far from Heaven,0.0,0.0
Starred Up,Starred Up,0.0,54915.0
Possession,Possession,25000000.0,10113733.0
Red Cliff,Red Cliff,80341000.0,250100000.0
Of Mice and Men,Of Mice and Men,0.0,5500000.0
Deconstructing Harry,Deconstructing Harry,20000000.0,10686841.0
Manhattan Murder Mystery,Manhattan Murder Mystery,13500000.0,11285588.0
The Hidden Face,The Hidden Face,0.0,0.0
Palmer,Palmer,0.0,0.0
Pusher,Pusher,965000.0,0.0
A.R.O.G,A.R.O.G,8500000.0,19736977.0
Nosferatu the Vampyre,Nosferatu the Vampyre,1400000.0,0.0
Talaash: The Answer Lies Within,Talaash,8510000.0,0.0
She Said,She Said,32000000.0,13900000.0
The Secret Garden,The Secret Garden,0.0,0.0
Life as a House,Life as a House,18000000.0,0.0
North Country,North Country,35000000.0,25224242.0
Drunken Master,Drunken Master,0.0,16483650.0
The Party,The Party,1500000.0,2900000.0
Shaun the Sheep Movie,Shaun the Sheep Movie,25000000.0,106209378.0
Dear Zindagi,Dear Zindagi,4300000.0,3376375.0
Man Bites Dog,Man Bites Dog,33000.0,205569.0
Suspicion,Suspicion,0.0,0.0
Les Misérables,Les Misérables,14000000.0,14096321.0
"McFarland, USA","McFarland, USA",0.0,45710059.0
Hustle & Flow,Hustle & Flow,8000000.0,23563727.0
Thesis,Thesis,0.0,2647055.0
Capitalism: A Love Story,Capitalism: A Love Story,20000000.0,17436509.0
The Haunting,The Haunting,80000000.0,177300000.0
Love & Mercy,Love & Mercy,10000000.0,28600000.0
Thief,Thief,5500000.0,11494812.0
Searching for Bobby Fischer,Searching for Bobby Fischer,12000000.0,7266383.0
The Spanish Apartment,The Spanish Apartment,5300000.0,3897799.0
Picnic at Hanging Rock,Picnic at Hanging Rock,0.0,84744.0
To Live and Die in L.A.,To Live and Die in L.A.,6000000.0,17307019.0
In the Bedroom,In the Bedroom,1700000.0,44800000.0
Gallipoli,Gallipoli,3000000.0,11700000.0
Bullets Over Broadway,Bullets Over Broadway,20000000.0,37483747.0
Mr. Holland's Opus,Mr. Holland's Opus,31000000.0,106300000.0
Oliver!,Oliver!,10000000.0,37400000.0
Transamerica,Transamerica,1000000.0,13350369.0
The Three Burials of Melquiades Estrada,The Three Burials of Melquiades Estrada,15000000.0,12036149.0
Five Easy Pieces,Five Easy Pieces,0.0,18099091.0
And Justice for All,And Justice for All,0.0,0.0
Death on the Nile,Death on the Nile,90000000.0,137307235.0
Stranger Than Paradise,Stranger Than Paradise,0.0,0.0
Body Heat,Body Heat,9000000.0,24058838.0
Ghost in the Shell 2: Innocence,Ghost in the Shell 2: Innocence,0.0,10079829.0
C'mon C'mon,C'mon C'mon,8300000.0,4300000.0
The Baader Meinhof Complex,The Baader Meinhof Complex,27000000.0,26937355.0
24 Hour Party People,24 Hour Party People,0.0,2802899.0
Old Henry,Old Henry,1500000.0,77463.0
Bajirao Mastani,Bajirao Mastani,19500000.0,56000000.0
Yahsi Bati - The Ottoman Cowboys,,,
The Banker,The Banker,0.0,0.0
Antwone Fisher,Antwone Fisher,12500000.0,23400000.0
Smoke,Smoke,7000000.0,8349430.0
Pierrot le Fou,Pierrot le Fou,300000.0,0.0
Welcome to the Dollhouse,Welcome to the Dollhouse,800000.0,5034794.0
The Swimmers,The Swimmers,0.0,0.0
The Nightingale,The Nightingale,0.0,855756.0
Get Carter,Get Carter,1814462.0,0.0
Hunting Season,Hunting Season,0.0,0.0
Keith,Keith,0.0,0.0
Radio Days,Radio Days,16000000.0,14792779.0
The Sweet Hereafter,The Sweet Hereafter,5000000.0,7951247.0
Contempt,Contempt,0.0,0.0
Howards End,Howards End,8000000.0,26126837.0
The Getaway,The Getaway,0.0,30057974.0
The Illusionist,The Illusionist,16500000.0,87892388.0
Maria Full of Grace,Maria Full of Grace,3000000.0,12450821.0
Pom Poko,Pom Poko,0.0,0.0
The Way,The Way,0.0,13900000.0
Coming Soon,Coming Soon,0.0,0.0
Magic Carpet Ride,Magic Carpet Ride,0.0,14188490.0
The Magician,The Magician,0.0,0.0
A Street Cat Named Bob,A Street Cat Named Bob,8000000.0,17900000.0
Broadcast News,Broadcast News,20000000.0,67330500.0
Freddy,Freddy,0.0,0.0
In the House,In the House,0.0,11879046.0
Live Flesh,Live Flesh,0.0,1535558.0
The Greatest Game Ever Played,The Greatest Game Ever Played,26000000.0,15431177.0
An Affair to Remember,An Affair to Remember,2100000.0,3800000.0
Downton Abbey: A New Era,Downton Abbey: A New Era,40000000.0,92651384.0
The China Syndrome,The China Syndrome,5900000.0,51718367.0
SLC Punk!,SLC Punk,600000.0,299200.0
The Good Lie,The Good Lie,20000000.0,3396345.0
Tamasha,Tamasha,0.0,0.0
Lone Star,Lone Star,5000000.0,13269963.0
Belle,Belle,10900000.0,16500000.0
"Are You There God? It's Me, Margaret.","Are You There God? It's Me, Margaret.",30000000.0,21800000.0
Blindspotting,Blindspotting,0.0,0.0
Gods and Monsters,Gods and Monsters,10000000.0,6451628.0
The Wrong Man,The Wrong Man,1200000.0,2000000.0
City Island,City Island,6000000.0,7875862.0
Fallen Leaves,Fallen Leaves,1480000.0,12400000.0
Summer Wars,Summer Wars,0.0,18400000.0
The Sunset Limited,The Sunset Limited,0.0,0.0
The Edukators,The Edukators,0.0,0.0
Jason and the Argonauts,Jason and the Argonauts,3000000.0,2100000.0
A Shot in the Dark,A Shot in the Dark,0.0,12368234.0
Bacurau,Bacurau,1430000.0,3554178.0
I Killed My Mother,I Killed My Mother,0.0,0.0
Never Rarely Sometimes Always,Never Rarely Sometimes Always,0.0,407807.0
Murder in the First,Murder in the First,20000000.0,29500000.0
Mesrine: Public Enemy No. 1,Mesrine: Public Enemy #1,25000000.0,15000000.0
Waiting for Guffman,Waiting for Guffman,4000000.0,2900000.0
Another Year,Another Year,8000000.0,18124262.0
The Last Unicorn,The Last Unicorn,0.0,0.0
Jesus Christ Superstar,Jesus Christ Superstar,0.0,0.0
Kho Gaye Hum Kahan,Kho Gaye Hum Kahan,0.0,0.0
Rabbit-Proof Fence,Rabbit-Proof Fence,6000000.0,16200000.0
A Dog's Journey,A Dog's Journey,16000000.0,78871079.0
My Name Is Nobody,My Name Is Nobody,0.0,0.0
The 12th Man,The 12th Man,7806306.0,9567121.0
Max Manus: Man of War,Max Manus: Man of War,6500000.0,0.0
The Bélier Family,The Bélier Family,11000000.0,72775689.0
Cross of Iron,Cross of Iron,6000000.0,1509000.0
A Hidden Life,A Hidden Life,9000000.0,4645140.0
Rurouni Kenshin Part I: Origins,Rurouni Kenshin Part I: Origins,0.0,61700000.0
To Strike,Journey to the West: The Demons Strike Back,63900000.0,248805149.0
Phir Hera Pheri,Phir Hera Pheri,4000000.0,15360000.0
The Stranger,The Stranger,0.0,149441.0
Holy Spider,Holy Spider,0.0,1252637.0
Two Is a Family,Two Is a Family,0.0,1447740.0
24: Redemption,24: Redemption,0.0,0.0
Jesus Camp,Jesus Camp,0.0,1013596.0
The Kid with a Bike,The Kid with a Bike,0.0,0.0
Cha Cha Real Smooth,Cha Cha Real Smooth,0.0,0.0
Waking Ned Devine,Waking Ned,3000000.0,43515982.0
What Maisie Knew,What Maisie Knew,6000000.0,2711379.0
Yellow Submarine,Yellow Submarine,250000.0,1273261.0
Jaane Tu... Ya Jaane Na,Jaane Tu... Ya Jaane Na,2300000.0,11100000.0
This Film Is Not Yet Rated,This Film Is Not Yet Rated,0.0,302179.0
The King and I,The King and I,0.0,0.0
Alice Doesn't Live Here Anymore,Alice Doesn't Live Here Anymore,1800000.0,21000000.0
Seven Brides for Seven Brothers,Seven Brides for Seven Brothers,0.0,5000000.0
The Duellists,The Duellists,900000.0,0.0
Local Hero,Local Hero,4200000.0,5900000.0
Marshall,Marshall,12000000.0,10051659.0
Deadwood: The Movie,Deadwood: The Movie,0.0,0.0
The Passenger,The Passenger,0.0,0.0
Broadway Danny Rose,Broadway Danny Rose,8000000.0,10600497.0
You're Not You,You're Not You,0.0,894964.0
Lucky,Lucky,0.0,955925.0
Monsoon Wedding,Monsoon Wedding,1200000.0,30000000.0
Days of Being Wild,Days of Being Wild,0.0,3255404.0
Barney's Version,Barney's Version,30000000.0,8454301.0
Immortal Beloved,Immortal Beloved,120.0,0.0
Pusher II,Pusher II,0.0,0.0
Badlapur,Badlapur,3700000.0,11480000.0
The Tin Drum,The Tin Drum,3000000.0,17000000.0
I Stand Alone,I Stand Alone,0.0,0.0
No,No,0.0,2341226.0
A Better Tomorrow,A Better Tomorrow,0.0,4469460.0
Schumacher,Schumacher,0.0,0.0
They Call Me Trinity,They Call Me Trinity,0.0,0.0
The Teachers' Lounge,The Teachers' Lounge,0.0,0.0
Funny Girl,Funny Girl,0.0,0.0
Losers' Club,Losers' Club,0.0,2692857.0
My Life Without Me,My Life Without Me,2500000.0,12300000.0
The Bad News Bears,The Bad News Bears,9000000.0,42349782.0
Amazing Grace,Amazing Grace,0.0,0.0
Jhund,Jhund,0.0,0.0
Pumping Iron,Pumping Iron,1000000.0,0.0
Miss Americana,Miss Americana,0.0,0.0
If....,if....,500000.0,4600000.0
What's Love Got to Do with It,What's Love Got to Do with It,15000000.0,39100000.0
Reds,Reds,35000000.0,40382659.0
Loft,Loft,0.0,0.0
Ala Vaikunthapurramuloo,Ala Vaikunthapurramuloo,14000000.0,28859072.0
Little Manhattan,Little Manhattan,385373.0,1117920.0
Quest for Fire,Quest for Fire,12000000.0,55260558.0
Together,Together,0.0,214390.0
The Day of the Beast,The Day of the Beast,0.0,4367497.0
Theri,Theri,0.0,26000000.0
The Hunger Games,The Hunger Games,75000000.0,694394724.0
I Am Legend,I Am Legend,150000000.0,585410052.0
Ant-Man,Ant-Man,130000000.0,519311965.0
Now You See Me,Now You See Me,75000000.0,351723989.0
The Matrix Reloaded,The Matrix Reloaded,150000000.0,738599701.0
Don't Look Up,Don't Look Up,75000000.0,791863.0
21 Jump Street,21 Jump Street,42000000.0,201585328.0
The Great Gatsby,The Great Gatsby,6500000.0,26533200.0
